"","interpro","Domain"
"880","IPR000455","PTHR24247:SF154"
"881","IPR000455","PR00516"
"882","IPR000456","PTHR14413"
"883","IPR000456","PF01196"
"884","IPR000456","PS01167"
"885","IPR000456","TIGR00059"
"886","IPR000456","G3DSA:3.90.1030.10"
"887","IPR000456","SSF64263"
"888","IPR000456","MF_01368"
"889","IPR000458","PF01456"
"890","IPR000460","PR01090"
"891","IPR000462","PF01066"
"892","IPR000462","PS00379"
"893","IPR000463","PR00178"
"894","IPR000463","PS00214"
"895","IPR000465","PTHR10142:SF1"
"896","IPR000465","TIGR00598"
"897","IPR000466","PR00555"
"898","IPR000467","PF01585"
"899","IPR000467","PS50174"
"900","IPR000467","SM00443"
"901","IPR000468","PF01337"
"902","IPR000468","G3DSA:3.30.370.10"
"903","IPR000468","SSF52038"
"904","IPR000469","PR00440"
"905","IPR000470","PR00820"
"906","IPR000470","TIGR02880"
"907","IPR000471","PTHR11691"
"908","IPR000471","PF00143"
"909","IPR000471","PR00266"
"910","IPR000471","PS00252"
"911","IPR000471","SM00076"
"912","IPR000471","cd00095"
"913","IPR000472","PF01064"
"914","IPR000473","PF00444"
"915","IPR000473","PS00828"
"916","IPR000473","TIGR01022"
"917","IPR000473","SSF57840"
"918","IPR000473","MF_00251"
"919","IPR000475","PF00559"
"920","IPR000475","PR00349"
"921","IPR000476","PTHR11509"
"922","IPR000476","PF00236"
"923","IPR000476","PR00274"
"924","IPR000476","PS00779"
"925","IPR000476","PS00780"
"926","IPR000476","PS50277"
"927","IPR000476","SM00067"
"928","IPR000477","PF00078"
"929","IPR000477","PS50878"
"930","IPR000479","PF00878"
"931","IPR000480","PR00211"
"932","IPR000481","PR00901"
"933","IPR000482","PTHR24247:SF139"
"934","IPR000482","PR00651"
"935","IPR000483","PF01463"
"936","IPR000483","SM00082"
"937","IPR000484","PF00124"
"938","IPR000484","PR00256"
"939","IPR000484","PS00244"
"940","IPR000484","G3DSA:1.20.85.10"
"941","IPR000484","SSF81483"
"942","IPR000485","PF13404"
"943","IPR000485","PR00033"
"944","IPR000485","PS50956"
"945","IPR000486","PS00082"
"946","IPR000487","PF01002"
"947","IPR000487","PS51527"
"948","IPR000488","PF00531"
"949","IPR000488","PS50017"
"950","IPR000488","SM00005"
"951","IPR000489","PF00809"
"952","IPR000489","PS00792"
"953","IPR000489","PS00793"
"954","IPR000489","PS50972"
"955","IPR000490","PF00332"
"956","IPR000490","PS00587"
"957","IPR000491","PTHR11848:SF171"
"958","IPR000491","PR00670"
"959","IPR000492","PTHR21341"
"960","IPR000492","PF00841"
"961","IPR000493","PR00779"
"962","IPR000494","PF01030"
"963","IPR000494","G3DSA:3.80.20.20"
"964","IPR000496","PR00425"
"965","IPR000497","PR00566"
"966","IPR000498","PF01389"
"967","IPR000499","PR00366"
"968","IPR000500","PTHR11984"
"969","IPR000500","PR00206"
"970","IPR000501","PF01366"
"971","IPR000501","MF_04014"
"972","IPR000502","PTHR24249:SF369"
"973","IPR000502","PR00542"
"974","IPR000503","PR00531"
"975","IPR000504","PF00076"
"976","IPR000504","PF16367"
"977","IPR000504","PS50102"
"978","IPR000504","SM00360"
"979","IPR000504","SSF54928"
"980","IPR000505","PTHR24247:SF136"
"981","IPR000505","PR00514"
"982","IPR000506","PF01450"
"983","IPR000507","PR00561"
"984","IPR000509","PTHR10114"
"985","IPR000509","PF01158"
"986","IPR000509","PS01190"
"987","IPR000510","PF00148"
"988","IPR000511","PTHR12743"
"989","IPR000511","PF01265"
"990","IPR000511","PS00821"
"991","IPR000511","PS00822"
"992","IPR000512","PIRSF000490"
"993","IPR000512","PR00769"
"994","IPR000514","PF01229"
"995","IPR000514","PR00745"
"996","IPR000514","PS01027"
"997","IPR000515","PF00528"
"998","IPR000515","PS50928"
"999","IPR000515","SSF161098"
"1000","IPR000515","cd06261"
"1001","IPR000516","PR00161"
"1002","IPR000516","PS00882"
"1003","IPR000516","PS00883"
"1004","IPR000516","TIGR02125"
"1005","IPR000518","PF02069"
"1006","IPR000518","PR00859"
"1007","IPR000518","PD019076"
"1008","IPR000519","PF00088"
"1009","IPR000519","PS51448"
"1010","IPR000519","SM00018"
"1011","IPR000519","cd00111"
"1012","IPR000522","PTHR30472"
"1013","IPR000522","PF01032"
"1014","IPR000523","PF01078"
"1015","IPR000524","PF00392"
"1016","IPR000524","PR00035"
"1017","IPR000524","PS50949"
"1018","IPR000524","SM00345"
"1019","IPR000524","cd07377"
"1020","IPR000525","PF01051"
"1021","IPR000526","PF02041"
"1022","IPR000526","PR00655"
"1023","IPR000527","PF02107"
"1024","IPR000527","PR01008"
"1025","IPR000527","MF_00415"
"1026","IPR000528","PR00382"
"1027","IPR000528","PS00597"
"1028","IPR000529","PTHR21011"
"1029","IPR000529","PF01250"
"1030","IPR000529","TIGR00166"
"1031","IPR000529","SSF54995"
"1032","IPR000530","PTHR11843"
"1033","IPR000530","PR00972"
"1034","IPR000530","PS01189"
"1035","IPR000531","PF00593"
"1036","IPR000531","G3DSA:2.40.170.20"
"1037","IPR000532","PF00123"
"1038","IPR000532","PR00275"
"1039","IPR000532","PS00260"
"1040","IPR000532","SM00070"
"1041","IPR000533","PF00261"
"1042","IPR000533","PF12718"
"1043","IPR000533","PR00194"
"1044","IPR000533","PS00326"
"1045","IPR000534","PF01118"
"1046","IPR000534","SM00859"
"1047","IPR000535","PF00635"
"1048","IPR000535","PS50202"
"1049","IPR000536","PF00104"
"1050","IPR000536","SM00430"
"1051","IPR000536","SSF48508"
"1052","IPR000537","PF01040"
"1053","IPR000538","PF00193"
"1054","IPR000538","PR01265"
"1055","IPR000538","PS01241"
"1056","IPR000538","PS50963"
"1057","IPR000538","SM00445"
"1058","IPR000539","PF01534"
"1059","IPR000539","PR00489"
"1060","IPR000539","SM01330"
"1061","IPR000540","PS01307"
"1062","IPR000541","PTHR11807:SF25"
"1063","IPR000541","TIGR00269"
"1064","IPR000541","MF_03053"
"1065","IPR000542","PTHR22589"
"1066","IPR000542","PF00755"
"1067","IPR000542","PS00439"
"1068","IPR000542","PS00440"
"1069","IPR000544","PIRSF016262"
"1070","IPR000544","TIGR00214"
"1071","IPR000544","MF_00013"
"1072","IPR000545","PTHR11407:SF38"
"1073","IPR000545","PR00136"
"1074","IPR000547","PF00637"
"1075","IPR000547","PS50236"
"1076","IPR000547","SM00299"
"1077","IPR000548","PTHR11429"
"1078","IPR000548","PF01669"
"1079","IPR000548","PR00212"
"1080","IPR000548","PS00569"
"1081","IPR000549","PF01241"
"1082","IPR000549","PS01026"
"1083","IPR000549","SSF81563"
"1084","IPR000550","PF01288"
"1085","IPR000550","PS00794"
"1086","IPR000550","TIGR01498"
"1087","IPR000550","G3DSA:3.30.70.560"
"1088","IPR000550","SSF55083"
"1089","IPR000550","cd00483"
"1090","IPR000551","PF00376"
"1091","IPR000551","PF13411"
"1092","IPR000551","PR00040"
"1093","IPR000551","PS00552"
"1094","IPR000551","PS50937"
"1095","IPR000551","SM00422"
"1096","IPR000552","PTHR10369"
"1097","IPR000552","PF00935"
"1098","IPR000552","PD002841"
"1099","IPR000552","PS01172"
"1100","IPR000552","MF_01476"
"1101","IPR000554","PTHR11278"
"1102","IPR000554","PF01251"
"1103","IPR000554","PS00948"
"1104","IPR000555","PF01398"
"1105","IPR000555","SM00232"
"1106","IPR000556","PF02011"
"1107","IPR000556","PR00844"
"1108","IPR000557","PF00402"
"1109","IPR000557","PS01052"
"1110","IPR000557","PS51122"
"1111","IPR000558","PTHR23428"
"1112","IPR000558","PR00621"
"1113","IPR000558","PS00357"
"1114","IPR000558","SM00427"
"1115","IPR000559","PF01268"
"1116","IPR000559","MF_01543"
"1117","IPR000559","cd00477"
"1118","IPR000560","PF00328"
"1119","IPR000560","cd07061"
"1120","IPR000562","PF00040"
"1121","IPR000562","PS00023"
"1122","IPR000562","PS51092"
"1123","IPR000562","SM00059"
"1124","IPR000562","G3DSA:2.10.10.10"
"1125","IPR000562","cd00062"
"1126","IPR000563","PR01003"
"1127","IPR000565","PR01159"
"1128","IPR000566","PF00061"
"1129","IPR000566","PF08212"
"1130","IPR000568","PF00119"
"1131","IPR000568","PR00123"
"1132","IPR000568","TIGR01131"
"1133","IPR000568","G3DSA:1.20.120.220"
"1134","IPR000568","SSF81336"
"1135","IPR000568","MF_01393"
"1136","IPR000569","PF00632"
"1137","IPR000569","PS50237"
"1138","IPR000569","SM00119"
"1139","IPR000569","SSF56204"
"1140","IPR000569","cd00078"
"1141","IPR000571","PF00642"
"1142","IPR000571","PS50103"
"1143","IPR000571","SM00356"
"1144","IPR000571","SSF90229"
"1145","IPR000572","PF00174"
"1146","IPR000572","G3DSA:3.90.420.10"
"1147","IPR000572","SSF56524"
"1148","IPR000573","PF00694"
"1149","IPR000574","PF00983"
"1150","IPR000574","PD003886"
"1151","IPR000576","PF01306"
"1152","IPR000576","PR00174"
"1153","IPR000576","TIGR00882"
"1154","IPR000577","PIRSF000538"
"1155","IPR000579","PR00940"
"1156","IPR000580","PTHR12348"
"1157","IPR000580","PF01166"
"1158","IPR000580","PD007152"
"1159","IPR000580","PS01289"
"1160","IPR000581","PF00920"
"1161","IPR000582","PF00887"
"1162","IPR000582","PR00689"
"1163","IPR000582","PS51228"
"1164","IPR000582","SSF47027"
"1165","IPR000584","PTHR11824"
"1166","IPR000584","PF12052"
"1167","IPR000584","PR01626"
"1168","IPR000585","G3DSA:2.110.10.10"
"1169","IPR000585","SSF50923"
"1170","IPR000585","cd00094"
"1171","IPR000586","PR00246"
"1172","IPR000587","PF01321"
"1173","IPR000588","PF02160"
"1174","IPR000588","PR00731"
"1175","IPR000589","PF00312"
"1176","IPR000589","PS00362"
"1177","IPR000589","SM01387"
"1178","IPR000589","cd00353"
"1179","IPR000590","PS01226"
"1180","IPR000591","PF00610"
"1181","IPR000591","PS50186"
"1182","IPR000591","SM00049"
"1183","IPR000592","PTHR11594"
"1184","IPR000592","PF01667"
"1185","IPR000592","PD004466"
"1186","IPR000592","PS01168"
"1187","IPR000592","MF_00371"
"1188","IPR000593","PF03836"
"1189","IPR000594","PF00899"
"1190","IPR000594","SSF69572"
"1191","IPR000595","PF00027"
"1192","IPR000595","PS50042"
"1193","IPR000595","SM00100"
"1194","IPR000596","PR00524"
"1195","IPR000597","PF00297"
"1196","IPR000599","PR00650"
"1197","IPR000600","PTHR18964"
"1198","IPR000600","PF00480"
"1199","IPR000600","PS01125"
"1200","IPR000601","PF00801"
"1201","IPR000601","PS50093"
"1202","IPR000601","SSF49299"
"1203","IPR000602","PF01074"
"1204","IPR000603","PF00803"
"1205","IPR000604","PR01334"
"1206","IPR000605","PF00910"
"1207","IPR000607","PF02295"
"1208","IPR000607","PS50139"
"1209","IPR000607","SM00550"
"1210","IPR000608","PF00179"
"1211","IPR000608","PS50127"
"1212","IPR000608","cd00195"
"1213","IPR000609","PF02118"
"1214","IPR000609","PR00698"
"1215","IPR000610","PTHR24247:SF126"
"1216","IPR000610","PTHR24247:SF144"
"1217","IPR000610","PR00512"
"1218","IPR000611","PR01012"
"1219","IPR000612","PTHR21659"
"1220","IPR000612","PF01679"
"1221","IPR000612","PS01309"
"1222","IPR000614","PS01320"
"1223","IPR000615","PTHR10736"
"1224","IPR000617","PR00496"
"1225","IPR000618","PF00379"
"1226","IPR000618","PR00947"
"1227","IPR000618","PS51155"
"1228","IPR000620","PF00892"
"1229","IPR000621","PTHR22750:SF50"
"1230","IPR000621","PR01063"
"1231","IPR000622","PTHR11827:SF72"
"1232","IPR000622","PR01082"
"1233","IPR000623","MF_00109"
"1234","IPR000623","cd00464"
"1235","IPR000625","PF00424"
"1236","IPR000626","PF00240"
"1237","IPR000626","PF14560"
"1238","IPR000626","PS50053"
"1239","IPR000626","SM00213"
"1240","IPR000627","PF00775"
"1241","IPR000627","PS00083"
"1242","IPR000628","PR00897"
"1243","IPR000629","PS00039"
"1244","IPR000630","PTHR11758"
"1245","IPR000630","PF00410"
"1246","IPR000630","PS00053"
"1247","IPR000630","SSF56047"
"1248","IPR000630","MF_01302_A"
"1249","IPR000630","MF_01302_B"
"1250","IPR000631","PF01256"
"1251","IPR000631","PS51383"
"1252","IPR000631","TIGR00196"
"1253","IPR000631","MF_01965"
"1254","IPR000631","cd01171"
"1255","IPR000633","PS00663"
"1256","IPR000633","PS00664"
"1257","IPR000634","PS00165"
"1258","IPR000635","PF00747"
"1259","IPR000635","SSF118208"
"1260","IPR000635","MF_04007"
"1261","IPR000637","PS00354"
"1262","IPR000638","PF00741"
"1263","IPR000638","MF_00576"
"1264","IPR000639","PR00412"
"1265","IPR000640","PF00679"
"1266","IPR000640","SM00838"
"1267","IPR000641","PR00819"
"1268","IPR000642","PF01434"
"1269","IPR000643","PTHR11781"
"1270","IPR000643","PF00837"
"1271","IPR000643","PIRSF001330"
"1272","IPR000644","PF00571"
"1273","IPR000644","PS51371"
"1274","IPR000644","SM00116"
"1275","IPR000645","PS01142"
"1276","IPR000646","PF01310"
"1277","IPR000647","PTHR11492"
"1278","IPR000647","PF00859"
"1279","IPR000648","PTHR10972"
"1280","IPR000648","PF01237"
"1281","IPR000649","PF01008"
"1282","IPR000650","PR00224"
"1283","IPR000651","PF00618"
"1284","IPR000651","PS50212"
"1285","IPR000651","SM00229"
"1286","IPR000651","cd06224"
"1287","IPR000652","PTHR21139"
"1288","IPR000652","PF00121"
"1289","IPR000652","PS51440"
"1290","IPR000652","TIGR00419"
"1291","IPR000652","SSF51351"
"1292","IPR000652","cd00311"
"1293","IPR000653","PF01041"
"1294","IPR000653","PIRSF000390"
"1295","IPR000653","cd00616"
"1296","IPR000654","PR00442"
"1297","IPR000655","PF09048"
"1298","IPR000655","PIRSF003217"
"1299","IPR000655","PR00030"
"1300","IPR000655","PD054632"
"1301","IPR000657","PF01407"
"1302","IPR000657","PR00231"
"1303","IPR000657","PD001172"
"1304","IPR000659","PTHR10851:SF4"
"1305","IPR000659","PIRSF000190"
"1306","IPR000659","TIGR00558"
"1307","IPR000659","MF_01629"
"1308","IPR000662","PF00718"
"1309","IPR000662","PIRSF003376"
"1310","IPR000662","G3DSA:2.60.175.10"
"1311","IPR000663","PF00212"
"1312","IPR000663","PR00710"
"1313","IPR000663","SM00183"
"1314","IPR000664","PR00962"
"1315","IPR000665","PF00423"
"1316","IPR000667","PTHR30023:SF1"
"1317","IPR000667","PF02113"
"1318","IPR000667","PR00922"
"1319","IPR000667","TIGR00666"
"1320","IPR000668","PF00112"
"1321","IPR000668","PR00705"
"1322","IPR000668","SM00645"
"1323","IPR000669","PR00084"
"1324","IPR000670","PR00647"
"1325","IPR000671","PTHR30302"
"1326","IPR000671","PF01750"
"1327","IPR000671","PR00446"
"1328","IPR000671","TIGR00072"
"1329","IPR000672","PTHR10025"
"1330","IPR000672","PR00085"
"1331","IPR000672","MF_01576"
"1332","IPR000673","PF01339"
"1333","IPR000673","PS50122"
"1334","IPR000673","G3DSA:3.40.50.180"
"1335","IPR000673","SSF52738"
"1336","IPR000674","PF01315"
"1337","IPR000674","SM01008"
"1338","IPR000674","G3DSA:3.90.1170.50"
"1339","IPR000674","SSF54665"
"1340","IPR000675","PF01083"
"1341","IPR000675","SM01110"
"1342","IPR000677","PR00551"
"1343","IPR000678","PTHR17488"
"1344","IPR000678","PF01254"
"1345","IPR000678","PS00970"
"1346","IPR000678","PS00971"
"1347","IPR000679","PF00320"
"1348","IPR000679","PR00619"
"1349","IPR000679","PS00344"
"1350","IPR000679","PS50114"
"1351","IPR000679","SM00401"
"1352","IPR000680","PF00921"
"1353","IPR000681","PR00563"
"1354","IPR000682","PTHR11579"
"1355","IPR000682","PS01279"
"1356","IPR000682","TIGR00080"
"1357","IPR000682","MF_00090"
"1358","IPR000683","PF01408"
"1359","IPR000684","PF05001"
"1360","IPR000684","PS00115"
"1361","IPR000685","PF00016"
"1362","IPR000685","G3DSA:3.20.20.110"
"1363","IPR000685","SSF51649"
"1364","IPR000686","PTHR16798:SF1"
"1365","IPR000686","PF02106"
"1366","IPR000686","PIRSF018417"
"1367","IPR000686","PR00494"
"1368","IPR000687","SM00090"
"1369","IPR000688","PTHR34535"
"1370","IPR000688","PF01155"
"1371","IPR000688","PIRSF004761"
"1372","IPR000688","TIGR00100"
"1373","IPR000688","MF_00213"
"1374","IPR000689","TIGR01989"
"1375","IPR000689","MF_03193"
"1376","IPR000690","PS50171"
"1377","IPR000691","PR00294"
"1378","IPR000691","MF_00778"
"1379","IPR000692","PF01269"
"1380","IPR000692","PIRSF006540"
"1381","IPR000692","PR00052"
"1382","IPR000692","SM01206"
"1383","IPR000692","MF_00351"
"1384","IPR000693","PF00706"
"1385","IPR000693","PIRSF001905"
"1386","IPR000696","PF01829"
"1387","IPR000696","PR00863"
"1388","IPR000697","PF00568"
"1389","IPR000697","PS50229"
"1390","IPR000697","SM00461"
"1391","IPR000698","PTHR11792"
"1392","IPR000698","PR00309"
"1393","IPR000699","PF01365"
"1394","IPR000699","SSF100909"
"1395","IPR000700","PS50113"
"1396","IPR000701","PF01127"
"1397","IPR000702","PTHR11655"
"1398","IPR000702","PIRSF002162"
"1399","IPR000703","PTHR11438:SF7"
"1400","IPR000703","PR01029"
"1401","IPR000704","PTHR11740"
"1402","IPR000704","PF01214"
"1403","IPR000704","PR00472"
"1404","IPR000704","PS01101"
"1405","IPR000704","SM01085"
"1406","IPR000704","SSF57798"
"1407","IPR000705","PTHR10457:SF17"
"1408","IPR000705","PTHR10457:SF18"
"1409","IPR000705","PR00473"
"1410","IPR000705","TIGR00131"
"1411","IPR000706","TIGR01850"
"1412","IPR000706","MF_00150"
"1413","IPR000708","PTHR11866:SF27"
"1414","IPR000708","PR00580"
"1415","IPR000709","PR00337"
"1416","IPR000710","PF02395"
"1417","IPR000710","PR00921"
"1418","IPR000711","PTHR11910"
"1419","IPR000711","PF00213"
"1420","IPR000711","PR00125"
"1421","IPR000711","TIGR01145"
"1422","IPR000711","MF_01416"
"1423","IPR000713","PF01225"
"1424","IPR000713","SSF63418"
"1425","IPR000714","PF02053"
"1426","IPR000714","PR00957"
"1427","IPR000715","PTHR22926"
"1428","IPR000715","PF00953"
"1429","IPR000716","PF00086"
"1430","IPR000716","PS00484"
"1431","IPR000716","PS51162"
"1432","IPR000716","SM00211"
"1433","IPR000716","G3DSA:4.10.800.10"
"1434","IPR000716","SSF57610"
"1435","IPR000717","PF01399"
"1436","IPR000717","SM00088"
"1437","IPR000718","PTHR11733"
"1438","IPR000718","cd08662"
"1439","IPR000719","PF00069"
"1440","IPR000719","PS50011"
"1441","IPR000719","SM00220"
"1442","IPR000720","PR00790"
"1443","IPR000721","PF00607"
"1444","IPR000722","PF00623"
"1445","IPR000723","PR00644"
"1446","IPR000724","PF01378"
"1447","IPR000725","PR00245"
"1448","IPR000726","PF00182"
"1449","IPR000726","PS00773"
"1450","IPR000726","PS00774"
"1451","IPR000726","cd00325"
"1452","IPR000727","PF05739"
"1453","IPR000727","PS50192"
"1454","IPR000727","SM00397"
"1455","IPR000730","PTHR11352:SF7"
"1456","IPR000730","PR00339"
"1457","IPR000730","TIGR00590"
"1458","IPR000730","MF_00317"
"1459","IPR000731","PF12349"
"1460","IPR000731","PS50156"
"1461","IPR000732","PR00579"
"1462","IPR000734","PTHR11610"
"1463","IPR000734","PR00821"
"1464","IPR000735","PTHR24248:SF85"
"1465","IPR000735","PR00560"
"1466","IPR000737","PF00299"
"1467","IPR000737","PR00293"
"1468","IPR000737","PS00286"
"1469","IPR000737","cd00150"
"1470","IPR000738","PF00458"
"1471","IPR000738","PS00762"
"1472","IPR000738","PS51185"
"1473","IPR000738","SM00991"
"1474","IPR000740","PTHR21237"
"1475","IPR000740","PF01025"
"1476","IPR000740","PR00773"
"1477","IPR000740","PS01071"
"1478","IPR000740","MF_01151"
"1479","IPR000740","cd00446"
"1480","IPR000741","PF00274"
"1481","IPR000742","PF00008"
"1482","IPR000742","PS50026"
"1483","IPR000742","SM00181"
"1484","IPR000743","PF00295"
"1485","IPR000743","PS00502"
"1486","IPR000744","PTHR13768"
"1487","IPR000744","PR00448"
"1488","IPR000744","cd15832"
"1489","IPR000745","PF01006"
"1490","IPR000747","PR00026"
