	identity_updated	genetic_background	Genotypes	n_genes_by_counts	log1p_n_genes_by_counts	total_counts	log1p_total_counts	umap1	umap2
SC26779_7_355	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1664	7.417580402414544	8758.985	9.07795	-3.6818063	12.010203
SC26779_7_356	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1518	7.325807502595773	8188.3164	9.010586	-2.7414896	13.755297
SC26779_7_357	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1745	7.465082736399547	9348.119	9.143038	-2.5298388	14.786455
SC26779_7_358	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1564	7.355641102974253	7885.5215	8.972911	6.121277	5.6888304
SC26779_7_359	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1607	7.382746449738912	8153.553	9.006331	6.1392913	5.7065945
SC26779_7_35	WT	PBANKA_820	wild type	2449	7.803843303538772	10788.026	9.286284	9.283066	12.820268
SC26779_7_361	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2122	7.660585461703256	10202.646	9.2305	8.271538	13.304038
SC26779_7_362	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2165	7.680637427560936	10658.25	9.274183	9.145178	12.92297
SC26779_7_364	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	738	6.6052979209482015	3935.8247	8.27813	10.819295	-5.492905
SC26779_7_365	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2699	7.90100705199242	12900.463	9.4650955	13.340282	11.79888
SC26779_7_368	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2314	7.747164966520335	9241.521	9.13157	8.541145	11.393451
SC26779_7_369	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2468	7.81156848934518	10656.1455	9.273986	9.240366	12.498428
SC26779_7_36	WT	PBANKA_820	wild type	2804	7.9391588179567965	14048.441	9.550338	12.875145	12.361756
SC26779_7_370	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2989	8.003028666384733	13735.969	9.527846	13.123664	11.960402
SC26779_7_371	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2509	7.828038032125829	10501.344	9.259354	9.2698765	12.298034
SC26779_7_372	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2156	7.676473646389156	10226.896	9.232874	9.481954	12.1133175
SC26779_7_374	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	994	6.902742737158593	5407.8276	8.595788	10.468868	-0.06835832
SC26779_7_375	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	999	6.907755278982137	5109.059	8.538966	7.0075393	-7.7095466
SC26779_7_376	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1531	7.3343293503005365	7921.204	8.977425	9.089529	0.8272376
SC26779_7_377	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1652	7.410347097821024	8839.283	9.087074	-2.634797	14.626511
SC26779_7_37	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	1957	7.579678823090456	9589.582	9.168537	8.3808	12.472145
SC26779_7_380	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1952	7.577121930876679	10267.106	9.236798	-3.1042893	13.993837
SC26779_7_381	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1566	7.356918242356021	8153.9795	9.006384	-2.4026492	13.084796
SC26779_7_382	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	782	6.663132695990803	4174.4155	8.336969	5.9746356	6.3389764
SC26779_7_383	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1622	7.392031567514591	8565.504	9.055615	5.9312377	5.426012
SC26779_7_38	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	1052	6.959398512133975	5592.9497	8.629441	8.093581	2.878272
SC26779_7_39	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	2199	7.696212639346407	11382.049	9.339881	2.8333006	1.7671729
SC26779_7_40	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	1474	7.29641326877392	7540.046	8.928116	4.9498224	2.0099335
SC26779_7_41	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	2285	7.734558844354756	10184.641	9.228734	8.541213	13.097631
SC26779_7_42	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	2135	7.666690200080086	10474.986	9.256841	9.282374	13.19168
SC26779_7_43	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	884	6.785587645007929	4706.8936	8.456996	10.959775	-1.3370682
SC26779_7_45	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	907	6.811244378601294	4671.843	8.449523	10.165767	0.70810586
SC26779_7_47	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	3203	8.07215530818825	15764.238	9.665563	12.979	12.300274
SC26779_7_48	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	2424	7.793586803371584	11377.504	9.339481	9.659473	14.573039
SC26779_7_49	WT	PBANKA_820	wild type	957	6.86484777797086	5234.0645	8.563134	9.33065	2.2816315
SC26779_7_4	WT	PBANKA_820	wild type	1050	6.957497370876951	5782.832	8.662822	6.4087005	8.909796
SC26779_7_50	WT	PBANKA_820	wild type	654	6.484635235635252	3819.705	8.24819	2.15102	-7.6672635
SC26779_7_51	WT	PBANKA_820	wild type	1580	7.365812837209472	8471.502	9.044581	-2.0652823	13.756752
SC26779_7_52	WT	PBANKA_820	wild type	2461	7.808729306744399	10013.078	9.211747	9.537121	11.608825
SC26779_7_53	WT	PBANKA_820	wild type	848	6.744059186311348	4222.8413	8.3485	11.078407	-5.642259
SC26779_7_54	WT	PBANKA_820	wild type	1437	7.271008538280992	7350.507	8.90266	-1.922881	12.6452465
SC26779_7_55	WT	PBANKA_820	wild type	2177	7.686162303492906	10659.422	9.274293	8.606328	14.29225
SC26779_7_56	WT	PBANKA_820	wild type	1472	7.29505641646263	7424.9575	8.912737	-1.7109108	12.936783
SC26779_7_57	WT	PBANKA_820	wild type	1493	7.309212365692763	7741.833	8.954523	-1.723619	13.3264
SC26779_7_58	WT	PBANKA_820	wild type	1485	7.303843225277705	7449.576	8.916047	-1.7156286	12.855186
SC26779_7_5	WT	PBANKA_820	wild type	2368	7.7702232041587855	9989.331	9.209373	8.577534	12.462947
SC26779_7_60	WT	PBANKA_820	wild type	2581	7.856319571406588	12193.584	9.408748	12.124713	12.155653
SC26779_7_61	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	2249	7.718685495198466	10252.762	9.2354	8.23989	13.336789
SC26779_7_62	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	1097	7.001245622069476	5711.363	8.650388	8.277866	2.7790675
SC26779_7_63	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	1014	6.922643891475888	5324.4746	8.580257	9.420028	2.1521826
SC26779_7_64	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	919	6.824373670043086	4773.699	8.4710865	8.562398	2.5361834
SC26779_7_65	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	769	6.646390514847729	4150.199	8.331153	10.135553	0.5038698
SC26779_7_67	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	757	6.630683385642372	4194.584	8.341788	11.149204	-4.631952
SC26779_7_68	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	1246	7.1284959456800365	6177.6943	8.728862	6.5835977	2.6053271
SC26779_7_69	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	977	6.885509670034818	4970.954	8.511568	9.091392	2.2522378
SC26779_7_6	WT	PBANKA_820	wild type	1725	7.453561871643373	8306.053	9.02486	2.5025802	2.1940076
SC26779_7_70	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	2409	7.787382026484701	10655.102	9.273888	8.958333	12.8920555
SC26779_7_71	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	2582	7.8567067930958405	12112.344	9.402063	10.893639	14.323708
SC26779_7_72	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	2593	7.860956364876389	11974.582	9.390625	10.340675	14.62964
SC26779_7_73	WT	PBANKA_820	wild type	984	6.892641641172089	5595.7656	8.629944	2.8391218	2.831664
SC26779_7_74	WT	PBANKA_820	wild type	774	6.652863029353347	4197.173	8.342404	11.212664	-4.697469
SC26779_7_75	WT	PBANKA_820	wild type	840	6.734591659972948	4043.441	8.305099	10.866333	-1.4585392
SC26779_7_76	WT	PBANKA_820	wild type	741	6.60934924316738	3703.585	8.217326	7.6000175	0.40543175
SC26779_7_77	WT	PBANKA_820	wild type	1558	7.351799869057777	7384.3154	8.9072485	3.0228848	2.3423777
SC26779_7_78	WT	PBANKA_820	wild type	1775	7.4821189235521155	8437.258	9.040531	-1.5532347	13.681735
SC26779_7_79	WT	PBANKA_820	wild type	2258	7.7226775164680035	10170.218	9.227317	8.594771	14.011408
SC26779_7_7	WT	PBANKA_820	wild type	1706	7.442492722794441	9066.219	9.112421	6.2202826	5.6656947
SC26779_7_80	WT	PBANKA_820	wild type	1318	7.1846291527173145	6708.672	8.811305	-1.6346847	12.108656
SC26779_7_81	WT	PBANKA_820	wild type	1487	7.305188215393037	7314.6675	8.897774	-2.600145	12.043479
SC26779_7_82	WT	PBANKA_820	wild type	1664	7.417580402414544	8341.339	9.0290985	-1.8655254	13.76943
SC26779_7_83	WT	PBANKA_820	wild type	2248	7.718240951959316	9111.654	9.117419	8.573807	11.302263
SC26779_7_84	WT	PBANKA_820	wild type	2486	7.818832443803404	10622.427	9.270817	8.919525	13.431782
SC26779_7_85	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	941	6.848005274576363	5070.585	8.531408	9.894013	1.5314474
SC26779_7_86	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	838	6.732210706467206	4518.382	8.41613	10.228749	0.687837
SC26779_7_87	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	1250	7.1316985104669115	6455.6816	8.772871	4.033475	1.6542236
SC26779_7_88	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	356	5.877735781779639	2034.0791	7.61829	3.7624552	-4.689736
SC26779_7_89	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	1091	6.9957661563048505	5176.9185	8.552158	6.967107	2.43852
SC26779_7_8	WT	PBANKA_820	wild type	1546	7.344072850573066	7785.843	8.960191	-2.0627823	13.328864
SC26779_7_90	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	3129	8.048788283534199	13111.801	9.481344	10.7531	13.571224
SC26779_7_91	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	1569	7.358830898342354	7419.7065	8.912029	4.053186	1.4980907
SC26779_7_92	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	2256	7.721791776817535	9172.207	9.1240425	8.3366375	11.817093
SC26779_7_93	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	1573	7.3613754289773485	7176.8584	8.8787565	4.078137	1.6180029
SC26779_7_94	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	2477	7.815207062189088	10412.135	9.250823	10.045911	12.02544
SC26779_7_96	GCSKO-oom	PBANKA_820	md1 PBANKA_1302700	2467	7.811163385025279	11593.207	9.358261	10.179666	14.441424
SC26779_7_97	WT	PBANKA_820	wild type	1480	7.300472814267799	8150.732	9.005985	-2.6912413	13.422473
SC26779_7_98	WT	PBANKA_820	wild type	841	6.7357800142423265	4335.913	8.374918	11.328802	-2.681977
SC26779_7_99	WT	PBANKA_820	wild type	1589	7.371489295214277	8122.868	9.002562	-1.814405	13.562961
SC26779_7_9	WT	PBANKA_820	wild type	1283	7.157735484249907	7158.6943	8.876223	-2.4838996	12.498351
SC26779_8_100	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2581	7.856319571406588	10982.373	9.304138	9.387155	13.685827
SC26779_8_101	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2704	7.902857191280582	11495.639	9.34981	10.652367	13.342094
SC26779_8_102	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2255	7.721348612617949	9509.299	9.1601305	8.416196	11.734162
SC26779_8_103	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1166	7.062191632286556	6522.241	8.783127	1.8124353	-8.024239
SC26779_8_104	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2135	7.666690200080086	9594.855	9.169086	10.808372	11.734946
SC26779_8_105	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1561	7.3537223303996315	7046.303	8.8604	4.9532084	1.9725281
SC26779_8_106	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2546	7.842671474979457	9754.478	9.185584	8.799094	11.426513
SC26779_8_107	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2633	7.876258882303226	10615.674	9.270181	9.447077	12.515707
SC26779_8_108	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2895	7.971085753505607	14417.662	9.576279	13.00049	12.210843
SC26779_8_109	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2652	7.88344635413774	12208.498	9.409969	10.201529	14.808278
SC26779_8_10	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2423	7.793174347189205	11210.574	9.324702	9.727987	14.235073
SC26779_8_110	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	645	6.470799503782602	3810.09	8.24567	3.2883174	-7.4373593
SC26779_8_111	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2310	7.745435610274381	11434.918	9.344515	-0.43670362	0.80699664
SC26779_8_112	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	937	6.843749949006225	4795.2705	8.475594	10.749146	-0.86575675
SC26779_8_113	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2542	7.841099765422119	11223.778	9.325879	10.006346	13.338437
SC26779_8_115	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2496	7.822845290279774	11012.564	9.306883	8.981355	14.340677
SC26779_8_116	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2635	7.877017895622398	10876.825	9.294481	9.759097	12.753871
SC26779_8_117	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2672	7.890956716138919	10484.529	9.257751	9.04096	12.70764
SC26779_8_118	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	932	6.838405200847344	4559.122	8.425105	10.542039	-5.9890113
SC26779_8_119	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	3064	8.027802848370312	14689.523	9.594958	13.277632	11.871612
SC26779_8_11	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2785	7.932362154339751	12866.105	9.462429	11.025471	14.70093
SC26779_8_120	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2490	7.820439515262181	11626.244	9.361106	10.153485	14.607282
SC26779_8_121	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2628	7.874358824729881	12324.896	9.419457	10.289947	15.1463785
SC26779_8_122	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2460	7.8083230503910555	11930.885	9.38697	10.777341	13.119653
SC26779_8_123	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2718	7.908019444632471	12352.713	9.421712	11.013013	14.189103
SC26779_8_124	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2500	7.824445930877619	11358.693	9.337827	9.605239	13.450185
SC26779_8_125	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2370	7.771067086065406	10605.027	9.269177	9.03026	13.1301985
SC26779_8_126	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2640	7.878912912297133	11519.405	9.351875	10.3204155	13.531452
SC26779_8_127	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2887	7.968319500012717	12978.572	9.471132	10.885544	14.46941
SC26779_8_128	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2669	7.8898337513942955	11671.896	9.365025	10.454847	13.532681
SC26779_8_129	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2920	7.979681302387741	14233.379	9.563416	12.482671	12.217316
SC26779_8_12	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2184	7.68937110752969	11059.682	9.3111515	11.792613	11.929247
SC26779_8_130	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2557	7.846980982138788	10292.15	9.239234	9.235834	12.404472
SC26779_8_132	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2533	7.837554360881084	11376.892	9.339427	9.843553	13.771892
SC26779_8_133	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2468	7.81156848934518	11501.391	9.35031	9.506403	14.673977
SC26779_8_134	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2559	7.847762537473608	11766.3	9.373079	10.355208	14.620284
SC26779_8_135	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2609	7.867105500316739	12359.574	9.422267	10.9407215	13.456189
SC26779_8_136	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2499	7.824046010856292	11096.783	9.314501	9.304044	13.837531
SC26779_8_137	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	913	6.81783057145415	5020.094	8.521403	4.8236184	-8.059751
SC26779_8_138	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2748	7.918992488165245	12519.709	9.43514	11.421531	13.541864
SC26779_8_139	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2251	7.719573989259581	10098.257	9.220217	8.5081005	12.785051
SC26779_8_140	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1261	7.140453043101158	6082.002	8.713254	7.283329	9.202081
SC26779_8_141	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2971	7.99699040583765	12608.107	9.442175	10.720763	14.957567
SC26779_8_142	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2427	7.794823152179389	10296.8545	9.239691	8.743683	12.807837
SC26779_8_143	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2327	7.752764808851328	10747.367	9.282509	8.948778	14.218992
SC26779_8_144	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2573	7.853216388156072	12064.541	9.3981085	10.278087	14.838742
SC26779_8_145	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1109	7.01211529430638	6313.4224	8.750591	1.7043647	-9.224883
SC26779_8_146	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2639	7.878534196140362	12098.619	9.400929	10.732246	14.309614
SC26779_8_147	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	3216	8.076204527239026	15017.07	9.617009	12.7206335	12.136163
SC26779_8_148	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2813	7.942362237674335	13784.502	9.531373	13.07922	11.765693
SC26779_8_149	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2714	7.906547232368036	12309.633	9.418219	11.048869	13.737369
SC26779_8_14	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1023	6.931471805599453	5918.1143	8.685942	6.6109753	-7.836746
SC26779_8_150	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2671	7.890582534656536	11997.77	9.392559	11.041604	13.806094
SC26779_8_151	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2879	7.965545573129992	13027.396	9.474887	11.063605	14.413172
SC26779_8_153	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2694	7.899153483343097	12851.992	9.461332	11.052561	13.0888195
SC26779_8_154	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2044	7.623153068476902	9773.059	9.187487	3.0404193	0.77117556
SC26779_8_155	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2408	7.786967002614872	11082.271	9.313192	8.680883	14.317199
SC26779_8_156	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2923	7.980707820869669	14502.628	9.582154	13.192227	11.918874
SC26779_8_157	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2538	7.839525581704678	11987.552	9.391707	10.442885	14.907794
SC26779_8_158	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2592	7.860570785538664	11573.496	9.35656	9.548773	14.975742
SC26779_8_15	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2551	7.844632644464681	12061.627	9.397867	11.588556	12.308894
SC26779_8_160	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1893	7.546446273746024	10271.939	9.237268	-1.3640267	2.5059774
SC26779_8_161	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	808	6.695798917058491	4436.0635	8.397748	5.801396	-7.342019
SC26779_8_162	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1657	7.4133673356952405	8266.982	9.020145	8.049659	11.427894
SC26779_8_163	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1350	7.208600337960199	6681.6396	8.807268	5.980006	2.5023482
SC26779_8_164	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2528	7.835579246669965	12634.71	9.444283	-1.2949642	2.0387247
SC26779_8_165	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	834	6.727431724850855	4277.1904	8.361285	10.862293	-5.6940603
SC26779_8_166	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2687	7.89655270164304	11469.216	9.347509	10.380827	12.945669
SC26779_8_167	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2679	7.893572073504902	12263.463	9.414461	10.565962	15.144821
SC26779_8_168	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2551	7.844632644464681	11904.301	9.384739	10.5515375	14.394145
SC26779_8_16	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1284	7.158513997329321	6977.015	8.85052	1.3321415	-9.484974
SC26779_8_172	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2259	7.723120092266331	11605.082	9.359284	1.2327775	0.31850597
SC26779_8_173	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	927	6.833031732786201	5356.8325	8.586315	1.812863	-8.366248
SC26779_8_175	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2477	7.815207062189088	11491.223	9.349426	9.746265	13.701167
SC26779_8_176	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	142	4.962844630259907	837.3374	6.7314205	3.0757947	6.2843075
SC26779_8_177	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2583	7.857093864902493	11873.459	9.382145	10.750631	13.867669
SC26779_8_178	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	447	6.104793232414985	2659.7632	7.8863683	4.1292057	-5.241435
SC26779_8_179	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	3072	8.030409562130485	15496.025	9.648403	13.228476	11.773216
SC26779_8_17	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2569	7.851661177889265	11875.604	9.382326	9.878667	14.918793
SC26779_8_180	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2688	7.896924656268864	12065.602	9.398197	11.075726	13.986616
SC26779_8_181	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	855	6.752270376141742	4634.3223	8.441461	9.131649	-7.095831
SC26779_8_182	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2638	7.878155336503324	12470.4375	9.431196	9.743037	15.198346
SC26779_8_183	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2470	7.81237820598861	11634.077	9.36178	10.413941	14.1108055
SC26779_8_184	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1334	7.19668657083435	6960.4727	8.848146	5.7387056	2.4649875
SC26779_8_185	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2600	7.8636512654486515	11934.254	9.387252	10.073632	14.752955
SC26779_8_187	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2696	7.89989532313973	12240.357	9.412576	10.583818	15.1323395
SC26779_8_188	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2952	7.990576881743923	13765.816	9.530016	11.847857	12.956769
SC26779_8_189	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2348	7.761744984658913	10741.59	9.281972	8.699494	13.946163
SC26779_8_18	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2835	7.950149887652018	12741.393	9.45269	10.769433	15.054492
SC26779_8_190	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2745	7.917900586327916	12508.465	9.434241	10.639944	15.063027
SC26779_8_191	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2429	7.795646536334594	10977.403	9.303685	9.486689	14.470526
SC26779_8_192	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	3167	8.060855752934316	14423.447	9.57668	11.05118	14.957588
SC26779_8_194	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1748	7.466799475018602	9500.837	9.159241	-2.912004	14.38848
SC26779_8_195	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1504	7.316548177182976	8183.8374	9.010038	-2.5177238	13.507623
SC26779_8_196	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1536	7.337587743538596	8462.866	9.043561	-2.8726163	14.070594
SC26779_8_197	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1470	7.293697720601438	7990.894	8.986183	1.3744903	-9.408507
SC26779_8_198	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1415	7.255591274253665	7091.2344	8.8667555	6.084991	5.644758
SC26779_8_199	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1016	6.92461239604856	6167.9336	8.727282	6.0255227	6.213386
SC26779_8_19	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2471	7.812782818577581	11374.098	9.339182	9.370995	14.773675
SC26779_8_202	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1563	7.355001921105257	8281.328	9.021879	-3.568498	11.711412
SC26779_8_203	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1793	7.492203042618741	9239.254	9.131325	6.1995044	5.632099
SC26779_8_206	WT	PBANKA_820	wild type	643	6.467698726104354	3950.3774	8.281819	1.2384214	-7.7126865
SC26779_8_208	WT	PBANKA_820	wild type	1128	7.029087564149662	6313.8613	8.750661	-0.5662413	3.1953654
SC26779_8_209	WT	PBANKA_820	wild type	1990	7.596392304064196	10058.43	9.216266	-1.3157699	2.5643466
SC26779_8_20	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	3131	8.049427057110695	15469.686	9.646702	13.337985	11.830449
SC26779_8_211	WT	PBANKA_820	wild type	1353	7.21081845347222	7228.409	8.885913	-2.1420374	12.607645
SC26779_8_212	WT	PBANKA_820	wild type	1500	7.313886831633462	7998.087	8.9870825	-3.3877952	11.625712
SC26779_8_214	WT	PBANKA_820	wild type	2170	7.682943169878292	10369.188	9.246691	8.895091	13.953078
SC26779_8_215	WT	PBANKA_820	wild type	1038	6.946013991099227	6479.231	8.776511	6.569637	8.980778
SC26779_8_217	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1859	7.528331766707247	9370.082	9.145384	5.9692135	4.1035185
SC26779_8_218	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	689	6.536691597591305	3978.351	8.288874	8.882129	1.1388462
SC26779_8_219	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1071	6.977281341630747	5722.1445	8.652274	9.602202	1.8861601
SC26779_8_21	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1592	7.373374309910049	8313.43	9.025748	10.600908	11.6088085
SC26779_8_220	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	848	6.744059186311348	4950.2646	8.507399	1.8055167	-8.233577
SC26779_8_221	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1527	7.331714969726466	8440.148	9.040874	-2.591882	14.463551
SC26779_8_222	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	942	6.849066282633458	5373.5757	8.589435	6.417162	4.083173
SC26779_8_223	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	851	6.747586526829315	5771.7935	8.660912	7.0179935	8.732791
SC26779_8_224	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1606	7.382124365737512	8639.36	9.064199	-2.5932047	14.258591
